task1, task2, shortMax, shortMean, shortSD, longMax, longMean, longSD, qComputed, infFactor, inflatedQ, medMax, medMean, medSD, costRatio, score
cjpeg_wrbmp,ndes,61492,43661.155,1730.1432416455036,79217,43615.30926690733,1663.9531580254968,0.9989673336870333,1,0.9989673336870333,63779,43627.6948,1839.8598858099833,1.3192188755509022,0.2337529523484867,
cjpeg_wrbmp,petrinet,47842,37167.284,671.2066042953165,1035980,37578.558364416356,19346.960533213376,0.9972380957193651,1,0.9972380957193651,47842,37141.1736,633.1798598794996,42.29430132708821,-4.946916471506635,
cjpeg_wrbmp,rijndael_dec,1126614,915779.233,10493.142710964321,1464170,916277.3318066819,10922.963403929962,0.9867643338293741,1.375,0.9926093075775587,1283200,917937.902,15356.22736411321,17.26266634673951,6.421787039258754,
cjpeg_wrbmp,rijndael_enc,1219757,879066.755,13319.25195382926,1690091,879087.0779792202,9815.608735453914,0.9986000915740583,1,0.9986000915740583,1242549,879074.3664,13807.372027445075,16.554809058860442,6.379335166762029,
cjpeg_wrbmp,statemate,51319,38689.909,1192.5943325208957,57934,38681.50087499125,1246.9683027654448,0.9989215109717571,1,0.9989215109717571,51539,38699.5312,1297.505507827885,1.6858236355715974,-0.08214574646835522,
cjpeg_wrbmp,susan,10931150,10911810.247,6028.480856187935,16350271,10916309.733942661,32422.37638318377,0.986515247119122,1.5,0.9924721061765821,11305463,10914442.0864,13839.639526108333,203.18459181601727,5.484135919821333,
dijkstra,dijkstra,24245042,24153231.749,35544.36648075919,24280765,24135177.3898161,50697.1965195209,0.998804517868903,1,0.998804517868903,24249721,24153917.5492,33863.22624488494,1.0,0.44948331153305277,
dijkstra,epic,23216015,22521404,147889.61032360478,23538662,22490864.16104839,193122.51454766342,0.9989064322849565,1,0.9989064322849565,23307242,22510893.3572,152476.62789670654,23.209645443989253,9.124833348825014,
dijkstra,fmref,23133305,22398866.803,188260.18357652385,23751163,22424112.290277097,200359.95272351327,0.9988288135421491,1,0.9988288135421491,23136878,22401425.5688,186509.090647369,89.51500575189277,34.281125765804326,
dijkstra,gsm_dec,23242383,22507177.485,240430.5931256597,23485385,22483785.27712723,227431.15630209167,0.9990306694846204,1,0.9990306694846204,23384626,22507961.6632,240256.78606642465,33.459144817103656,13.30917181656367,
dijkstra,gsm_enc,23306359,22559282.651,208185.0756182185,23575461,22560542.34415656,204816.95840912536,0.9991122895611378,1,0.9991122895611378,23306359,22561016.1764,204798.71540162683,12.137149096238042,4.771059304050696,
dijkstra,huff_enc,23224872,22448080.456,175952.56671827444,23442762,22429720.416495834,173839.1313216669,0.998951707738506,1,0.998951707738506,23290574,22452248.5952,177763.28903453235,61.01819249468413,23.92840808377009,
dijkstra,mpeg2,143948806,143801288.347,41528.22791521894,182909872,143804370.40203598,130785.99616534052,0.9989716352167293,1,0.9989716352167293,143948806,143801679.106,42331.2141050101,8.185560206640718,0.4187199008338779,
dijkstra,ndes,23199778,22507837.887,231646.5789418434,23613279,22517831.833481666,213792.19849764102,0.9988558093631394,1,0.9988558093631394,23248939,22504133.5892,231977.30368074554,407.36095351725146,158.73364338065207,
dijkstra,petrinet,23254072,22524777.025,210611.31347053073,23623669,22516824.66268337,217734.736389396,0.9990165621924351,1,0.9990165621924351,23254072,22523147.518,210052.13807337396,13060.03669008587,5093.024980483997,
dijkstra,rijndael_dec,23131773,22561437.031,158319.5355420938,23584187,22518838.252117477,159574.5058063864,0.9990160939190196,1,0.9990160939190196,23131773,22563620.2772,155296.2566328385,17.887706704131624,6.844909620068558,
dijkstra,rijndael_enc,22798140,22263970.518,144308.12748196488,23440084,22267097.203687962,151647.23114304882,0.9989563348172137,1,0.9989563348172137,22809603,22265037.9536,147932.11865679326,18.652556573975694,6.778392348061093,
dijkstra,statemate,32350193,30124543.258,557873.7945488386,33005531,30203461.28803712,541347.6529726785,0.9989409633080163,1,0.9989409633080163,32350193,30130165.9192,540661.5372759313,520.5646586595308,486.03789906030244,
dijkstra,susan,21873854,21833546.851,6707.781831417663,22413762,21833280.31217688,6931.226856153578,0.9989929615557229,1,0.9989929615557229,21873854,21833407.7888,6555.74186092874,1.5197486668741458,0.4672773492238338,
epic,epic,1245551,1216380.935,7191.017065144972,1279314,1216399.3722362777,7529.385620590751,0.9989445527308144,1,0.9989445527308144,1262960,1216245.4928,7332.425740397481,1.0,0.752122938276983,
epic,fmref,872074,848449.058,6754.351357821186,1057046,846461.4074859251,5763.956490630681,0.9988802547303464,1,0.9988802547303464,872074,847118.468,6161.021496093495,3.856801947617646,0.8093153909949437,
epic,gsm_dec,1061135,1032179.671,6109.600351185845,1128907,1032333.7655923441,6281.346237306339,0.9990979969191429,1,0.9990979969191429,1065528,1032237.822,6093.440941152817,1.4416051678966422,0.6894082118357633,
epic,gsm_enc,1811965,1788871.26,8252.252201235297,2070403,1788875.2759272407,8526.11405272375,0.9990261271516839,1,0.9990261271516839,1811965,1788771.9108,8119.885203100348,1.9122814805977106,0.601484149236214,
epic,huff_enc,928045,915760.002,2180.292655140144,1092163,915570.7379926201,1915.140259626288,0.998904455456006,1,0.998904455456006,929339,915601.1688,1973.2240361259687,2.629001491726208,0.7605323529519037,
epic,mpeg2,137127447,137005263.518,44576.96130321923,178777087,137000866.39448607,139140.91784681447,0.9989611654271837,1,0.9989611654271837,137128310,137001342.964,44303.089139101925,189.98395015655845,0.256166266888822,
epic,ndes,838300,817605.072,5458.321675050338,1077212,817484.0255197448,5604.362914464831,0.9990448245536231,1,0.9990448245536231,841956,817551.5636,5518.5442822499035,17.551364776351992,2.9496457181815967,
epic,petrinet,830796,811446.64,5498.493596088499,1061683,811478.157608424,5636.758781642988,0.9990866491674474,1,0.9990866491674474,840403,811475.7916,5623.380191422269,562.6986729117876,93.35362997658079,
epic,rijndael_dec,1411966,1369162.062,8767.628604788613,1453611,1368878.1271487286,8953.958539544565,0.9990451794959834,1,0.9990451794959834,1411966,1369488.032,8618.613729923522,1.2975193426348157,0.6613218056732846,
epic,rijndael_enc,1345903,1324994.164,7202.708361362609,1379910,1325141.4871651283,7412.381631377176,0.9989156890685817,1,0.9989156890685817,1359447,1325040.58,7328.278253810106,1.244314437645061,0.6416663313989542,
epic,statemate,833709,814063.063,5396.344535644326,1061363,813964.6551534485,5458.244390701983,0.9990379050967523,1,0.9990379050967523,842433,814064.576,5444.6904255941145,22.428807019727426,3.7841807206422304,
epic,susan,11522556,11319681.606,35837.685189902186,16505691,11319338.074229257,40114.97647925922,0.9989986190177593,1,0.9989986190177593,11717251,11318626.6512,36140.17383720687,15.272028822849627,0.9834854061433068,
fmref,fmref,229834,158758.34,21224.932446482788,229834,148095.34244657552,4572.321927305553,0.9965954341931313,1,0.9965954341931313,229834,152306.114,14736.05612911067,1.0,0.22974932448701144,
fmref,gsm_dec,569954,533167.802,9210.04239239243,690788,529557.2578674214,6582.08458775134,0.9987302079484736,1,0.9987302079484736,569954,530993.8428,7809.9437470586845,2.675352470638594,0.37424222156826026,
fmref,gsm_enc,1455775,1410038.978,11419.915838887924,2055730,1406742.4366556334,10398.867634052755,0.9987443065539648,1,0.9987443065539648,1455775,1407999.6768,10401.43738779572,7.375290938762407,0.4139757617913802,
fmref,huff_enc,317101,297235.488,4764.817679552427,324097,294554.9683103169,1204.6852211369383,0.996643669991215,1,0.996643669991215,317101,295708.156,3359.636272160498,1.4670215896626448,0.229658364322213,
fmref,mpeg2,136917613,136794859.012,42151.396409978726,179654588,136794447.34234658,142306.38507213473,0.9989590950647599,1,0.9989590950647599,136937354,136795503.8792,43160.332825116595,732.7304689799086,-0.03374622114021242,
fmref,ndes,202350,147228.679,20328.117503674614,202350,136936.8846411536,3572.8738997636347,0.9970382248885059,1,0.9970382248885059,202350,140980.886,13986.862121956141,4.550756044705252,0.37631790401519394,
fmref,petrinet,203838,144587.775,20427.678788767756,203838,134206.66312336878,2499.661404201177,0.9967310075285627,1,0.9967310075285627,203838,138298.7516,13922.707056065105,145.8977361436378,13.226385636221702,
fmref,rijndael_dec,990949,938820.091,14656.166657479398,1468565,933077.3648263518,10218.377438472822,0.9981701375903484,1,0.9981701375903484,990949,935104.2272,12131.381006135558,5.004275127745526,0.2978945397148131,
fmref,rijndael_enc,944032,909852.299,10459.179417128224,1418194,906997.5932240677,9039.092235405704,0.9987659794516488,1,0.9987659794516488,944032,908239.1532,9804.178021455971,4.7990743465582275,0.25206131785227,
fmref,statemate,202202,146408.058,20420.52767440492,202202,136135.21610783893,2878.873043971709,0.9970963275589616,1,0.9970963275589616,202202,140165.962,13945.99722495295,5.815389881137594,0.4762897504511793,
fmref,susan,11039762,10960254.962,14479.214404321883,16371890,10956307.342346577,26937.89153065933,0.9902729782512176,1.25,0.9925437274877588,12211681,10960472.6476,39273.61868051784,58.90119050803927,6.438604564060034,
gsm_dec,gsm_dec,800098,774137.908,6381.711425962495,810349,773906.3657863422,6294.910692153544,0.9989826850956246,1,0.9989826850956246,800888,774028.4592,6315.878250533776,1.0,0.6017439651206976,
gsm_dec,gsm_enc,1702712,1667311.59,8807.19306610248,2137479,1667402.4344756552,8669.117616611798,0.9989151112014096,1,0.9989151112014096,1702712,1667375.3364,8819.361937579693,2.756754864902702,0.6486010279794404,
gsm_dec,huff_enc,680680,677898.581,680.5541090422821,699662,678050.4203157969,693.7128983324905,0.9988252092711646,1,0.9988252092711646,680680,677882.418,678.9632058439956,1.823662643747333,0.6589490807100471,
gsm_dec,mpeg2,137089333,136964772.922,42632.27667862366,179301924,136960834.75220248,140683.05824445825,0.9989931371077497,1,0.9989931371077497,137092294,136963140.4892,41931.37818059804,273.88184436311275,0.297260054798904,
gsm_dec,ndes,661309,639579.745,4948.091919074929,685703,639587.930400696,5039.435877720431,0.9989659478563041,1,0.9989659478563041,661416,639567.598,4893.591770935151,12.174876427475711,3.93011760695415,
gsm_dec,petrinet,649970,627243.375,4860.7864385484145,686974,627203.4914350857,4935.359695107251,0.999042117335314,1,0.999042117335314,649970,627262.5912,4860.381832151079,390.327868852459,117.0647931303669,
gsm_dec,rijndael_dec,1238244,1204347.234,10984.029440692428,1517350,1203527.664593354,11703.92276773609,0.9990124114677884,1,0.9990124114677884,1238244,1204057.458,11290.564567830084,1.8705105897882042,0.6059278814423712,
